ID,ratio_rolling_sum_180_net_uplift_split_stg_item_cd_rolling_sum_180_baseline_split_stg_item_cd_last_year,stg_selling_price_val,rolling_mean_1126_relative_uplift_binary_negative_stg_item_cd_last_available,supplier_funding_perc,rolling_mean_720_relative_uplift_binary_negative_stg_item_category_cd_last_available,is_gondola,ratio_rolling_sum_60_net_uplift_split_stg_item_cd_rolling_sum_60_baseline_split_stg_item_cd_last_available,rolling_mean_360_relative_uplift_binary_negative_stg_item_cd_last_available,rolling_sum_180_net_uplift_split_stg_item_category_cd_last_available,rolling_sum_180_baseline_split_stg_item_cd_last_available,rolling_mean_360_relative_uplift_multiclass_mid_stg_item_category_cd_last_available,rolling_mean_180_relative_margin_with_supplier_binary_positive_stg_item_category_cd_last_year,ratio_rolling_sum_180_net_margin_split_stg_item_cd_rolling_sum_180_baseline_split_stg_item_cd_last_available,rolling_mean_540_relative_margin_binary_positive_stg_item_cd_last_available,rolling_sum_180_net_uplift_split_stg_item_category_cd_last_year,rolling_sum_90_net_uplift_split_stg_item_category_cd_last_available,rolling_sum_365_prm_net_amount_without_tax_val_if_promo_stg_item_cd_last_available,ratio_mean_30_stg_item_selling_price_val_stg_item_cost_price_val_last_available,rolling_sum_180_baseline_split_stg_item_cd_last_year
2757,NaN,167.3333333,0.958333333,5.239999771,0.838797814,0,NaN,0.666666667,-331440.1471,0.666666667,0.709784411,0.681305032,0.168206659,1,314832.3456,157362.2059,1694304.71,1.469227437,317701.7855
2758,0.114981036,144.6666667,NaN,10,0.782828283,1,NaN,0.666666667,-18517.31336,16014.35271,0.753138075,0.666666667,0.151025661,0.666666667,982028.0029,1922949.605,16979.07536,1.416065323,1109.036477
2759,0.621796616,117.3333333,0.972868217,15,0.777777778,1,0.590727411,0.666666667,2142841.502,194114.466,0.727598566,0.666666667,NaN,NaN,95359.69021,106603.314,160679.481,1.419767552,1111091.089
2760,-0.05940346,17.33333333,0.777777778,20,0.832600733,1,0.482213796,0.666666667,-309945.961,1921421.591,0.69913247,0.666666667,NaN,0.666666667,-1293314.785,-17759.79886,905725.704,1.48742751,3070394.984
2761,-0.254631877,NaN,NaN,15,0.76463132,0,0.935843616,0.80952381,5786837.454,0.666666667,0.732142857,0.669189457,0.103473225,NaN,634036.8916,24447.9394,0.666666667,1.314220516,3764852.325
2762,-0.098438035,110.6666667,NaN,10,0.723872387,0,-0.195197171,0.916666667,8699399.475,223388.0019,0.79047619,0.718063187,NaN,0.666666667,NaN,NaN,0.666666667,1.486439487,590.5048524
2763,0.04378099,30.66666667,0.722222222,15,NaN,0,0.093300272,1,180277.6107,0.666666667,0.787878788,0.666666667,0.218964946,0.866666667,499832.566,429795.4659,0.666666667,1.486413149,256654.7703
2764,-0.106391311,49.33333333,0.666666667,10,0.738095238,0,1.184960716,1,-122453.5631,192120.1519,0.789855072,0.679225536,0.129087465,0.666666667,NaN,616757.3747,3861673.779,1.361914001,25995.25828
2765,0.33029294,179,0.916666667,15,0.781084318,0,NaN,0.666666667,3634217.534,457699.2234,0.763636364,0.666666667,0.124669447,0.863636364,798338.1702,8421296.445,6417043.241,1.588036479,260145.7079
2766,NaN,214,0.666666667,10,0.766666667,0,0.153799318,0.944444444,0.666666667,1158678.527,0.72705314,0.673202614,0.001452369,0.666666667,2675765.528,-546470.5769,0.666666667,1.343144445,717281.3106
2767,0.670921316,107.3333333,0.833333333,10,0.739495798,1,NaN,0.833333333,232411.7354,587331.6337,0.722318554,0.666666667,NaN,NaN,-226148.5566,970618.5768,1658908.595,1.619130873,NaN
2768,0.157693534,115.6666667,0.944444444,15,0.722396014,0,-0.258815289,1,1766911.385,64786.29655,0.72823219,0.731428571,-0.149365569,0.666666667,122218.6489,2961866.042,1911.339128,1.630646821,172026.0459
2769,0.265227411,89,0.777777778,25,0.821192053,1,NaN,0.666666667,4956495.041,0.666666667,0.742314889,0.671269841,0.232380876,0.666666667,-777075.3606,956109.4223,NaN,1.526279561,789344.2748
2770,0.279099992,80.66666667,0.666666667,10,0.737463127,0,1.831154194,1,-199480.9816,212798.5169,0.710691824,0.666666667,-0.023974311,0.925925926,826914.992,-202628.9791,0.666666667,1.357142857,0.666666667
2771,NaN,242.3333333,0.87026862,10,0.715686275,0,0.140429924,0.8,9244.728266,16761.41211,0.713864307,0.666666667,0.155700035,0.666666667,1.69E+07,-97096.81763,734266.3315,1.456697803,0.666666667
2772,0.336597864,180.6666667,0.722222222,20,0.864583333,0,NaN,NaN,696922.9501,778102.6888,0.713836478,0.666666667,NaN,0.666666667,-483063.4681,1166525.381,3003.498556,1.40195713,0.666666667
2773,NaN,152,0.666666667,15,0.718569781,1,-0.193986256,0.770833333,53609.56368,9795.090584,0.831521739,0.666666667,-0.466198207,0.777777778,7472639.476,8421296.445,1813375.194,1.568703837,0.666666667
2774,-0.119386469,92.33333333,0.703703704,15,0.768115942,0,-0.064409306,0.962962963,3032336.784,126018.0326,0.710526316,0.667936508,0.266334181,0.666666667,813313.0269,95288.54348,43796.69273,1.144577036,196255.9382
2775,NaN,110.6666667,0.666666667,15,0.794117647,0,3.561289788,0.666666667,690837.5775,613920.8651,0.756756757,0.666666667,0.003267538,0.666666667,7712157.356,761393.6282,3679461.396,1.27776816,1276833.3
2776,0.085650748,180.6666667,0.916666667,10,0.717929168,0,1.790990802,NaN,2992396.902,99824.91649,0.759070295,0.666666667,0.199188599,1,-123105.366,3009058.511,0.666666667,1.277797743,127845.3045
2777,NaN,54,0.888888889,15,0.788359788,0,NaN,1,1883756.774,403236.3978,0.814814815,0.688037662,NaN,NaN,-83726.75357,2650.510538,2593408.484,1.413903962,201758.9745
2778,-0.273592958,34,0.75,15,0.72671182,0,0.280316179,0.666666667,-32.62333243,46445.29002,0.79517788,0.666666667,-0.661572262,0.921568627,1303346.859,-137706.1292,457891.0233,1.619408219,280184.5514
2779,1.658995435,44,0.666666667,10,0.746861925,0,NaN,0.916666667,324477.7293,471340.9305,0.701172273,0.666666667,0.072347989,0.666666667,1377816.048,328010.2108,549876.3824,1.419726686,12933.82442
2780,0.628530301,70.66666667,0.736842105,20,0.809129449,0,-0.101423946,1,60893.41489,1951139.775,0.766746828,0.670991046,0.102694335,0.666666667,523862.2168,1975984.502,827101.8229,1.323577516,0.666666667
2781,4.104047575,64,0.731182796,10,0.76984127,1,NaN,0.833333333,1.56E+07,42748.93351,0.700030027,0.666666667,-0.0303152,0.806308189,-74440.15855,843296.49,1419939.986,1.365867987,0.666666667
2782,NaN,47.33333333,0.705128205,20,0.803292181,0,NaN,1,716007.6839,0.666666667,0.72693032,0.667035807,-0.032901158,0.666666667,337652.7626,52965.17513,176171.884,1.301715917,89739.9783
2783,NaN,274,0.701754386,15,0.783715013,0,NaN,0.703703704,3712226.74,0.666666667,0.684848485,0.673960098,NaN,0.729166667,361541.5396,-815497.1625,1420233.709,1.476301511,0.666666667
2784,NaN,464,NaN,15,0.715353086,0,NaN,NaN,3140505.092,0.666666667,0.770114943,0.666666667,-0.007674274,0.666666667,119605.9371,912254.11,330383.7609,1.470393105,0.666666667
2785,0.480718299,10.66666667,0.756944444,20,0.760907504,1,NaN,1,1129510.598,499984.1356,0.750793651,0.690721649,-0.009848389,0.760830648,473869.9051,-117501.7375,827130.0767,1.486387774,0.666666667
2786,0.04653542,117.3333333,1,10,0.734067401,0,-1.044351478,0.666666667,-426365.0519,418531.4431,0.748427673,0.666666667,0.009437904,0.888888889,-302926.3305,43971.2937,0.666666667,1.476301453,371520.4142
2787,NaN,264,1,10,0.729007634,0,-0.018862995,1,3436386.847,125986.2726,0.733333333,0.666666667,0.045461463,0.666666667,186664.0568,657656.5741,56090.32629,1.419736048,0.666666667
2788,0.670921316,97.33333333,1,15,0.745870695,0,0.440505382,0.761904762,-1298817.815,16879.99697,0.752380952,0.666666667,NaN,0.9,238430.6037,2074712.017,732421.7048,1.42811932,202966.2307
2789,0.792931072,144,0.833333333,15,0.810841984,0,1.067480533,NaN,-57616.73942,170341.6179,0.696161928,0.68395097,NaN,0.666666667,4578004.287,63953.90214,2185056.962,1.416822352,0.666666667
2790,NaN,182.3333333,0.833333333,10,0.741748198,1,0.003261511,1,29041.43908,51178.77828,0.77037037,0.666666667,0.076521037,0.777777778,2719029.291,NaN,135407.95,1.62360641,542343.5154
2791,0.929172721,115.6666667,0.848484848,10,0.848484848,0,4.222657259,NaN,1582074.44,821159.2803,0.774705581,0.666666667,0.004676024,0.666666667,1333905.143,152869.0137,1875302.957,1.486407166,0.666666667
2792,0.680791388,92.33333333,1,10,0.922360918,0,NaN,0.666666667,2822070.703,37546.76862,0.75862069,0.666666667,-0.106832262,0.818181818,153192.0058,79731.08766,126354.6981,1.565871989,1350104.846
2793,0.08000183,75.66666667,0.766666667,25,0.713043478,0,NaN,NaN,49620.53164,374552.3171,0.779569892,0.666666667,NaN,0.794871795,1965828.291,-84355.03508,319573.4579,1.357142857,44153.77882
2794,NaN,67.33333333,0.722222222,15,0.950925701,1,NaN,1,1263572.501,249968.78,0.730114012,0.666666667,-0.173290066,NaN,-53740.41632,78358.63101,2896888.374,1.2313052,0.666666667
2795,0.628527042,134,0.666666667,15,0.75392295,0,NaN,0.666666667,2132073.167,121394.7699,0.707035755,0.666666667,NaN,0.941919192,-94560.6123,-23281.96589,275092.6863,1.250000026,457975.9747
2796,NaN,164,1,15,0.775978408,0,NaN,1,-89939.71775,884313.2778,0.691893013,0.689370479,0.26300588,0.666666667,-961362.535,1284781.335,34604.60289,1.409055374,535270.4621
2797,0.641868824,154,0.977702192,10,0.936507937,0,0.970871706,1,503974.2267,577986.4466,0.724130936,0.671518185,1.475797215,NaN,NaN,337332.7654,791963.8086,1.39578242,92026.71945
2798,0.015972478,140.6666667,0.722222222,5.952380952,0.733739837,0,0.127418026,NaN,4056857.319,113684.762,0.719298246,0.669047619,-0.027712494,0.878787879,395576.2205,373446.6373,419282.826,1.353200677,0.666666667
2799,0.197586267,50.66666667,1,25,0.6875,0,NaN,NaN,4174948.076,1444613.385,0.703703704,0.666666667,0.33613249,1,381557.3088,951011.1225,1162338.973,1.283783767,140425.4188
2800,0.38429853,64,0.741666667,20,0.736111111,0,-0.272134549,0.666666667,694631.4137,0.666666667,0.739130435,0.692571518,0.189202628,0.666666667,431324.0985,855925.7614,1384985.785,1.826278007,0.666666667
2801,NaN,60.66666667,0.6875,15,0.714355845,0,0.223807359,0.666666667,2820424.319,2165632.799,0.760869565,0.666666667,0.176460911,NaN,-293830.4558,1630912.615,803808.0439,1.236612038,947140.1652
2802,0.429394348,47.33333333,0.754385965,15,0.741784038,1,0.788834672,0.93115942,528879.4606,62114.64841,0.760348584,0.678004535,-0.186201528,0.690737834,94183.94412,-434862.5043,400772.8145,1.34756673,9739.216242
2803,0.593072684,104,0.833333333,15,0.898989899,0,NaN,NaN,5760418.405,122789.8146,0.732026144,0.666666667,0.192382561,0.833333333,621547.2265,48257.98092,488562.545,1.639574493,101936.9844
2804,0.021566719,567.3333333,0.780260708,25,0.73653221,0,0.153949213,1,5309696.646,0.666666667,0.712988822,NaN,-0.047411333,0.777777778,1.16E+07,5412711.124,6739712.268,1.265439546,0.666666667
2805,NaN,29.33333333,0.666666667,10,0.751356666,0,0.111079406,0.814814815,798338.1702,416905.673,0.763511564,NaN,0.169511883,0.684210526,3300.355352,-47687.76089,2688969.847,1.513480277,0.666666667
2806,NaN,140.6666667,0.666666667,10,0.698717949,0,-0.109619894,0.910225175,503596.2553,939471.0524,0.732484076,0.666666667,-0.056912236,0.925925926,2739851.941,962976.2174,2313672.364,1.380633293,81372.4972
2807,NaN,67.33333333,0.666666667,15,0.797055731,0,NaN,0.833333333,869888.2427,238997.8624,0.742708333,0.666666667,0.041597294,0.666666667,4088523.285,815893.9686,653416.1109,1.592651712,492.8363694
2808,-0.069800977,44,0.666666667,10,0.803858364,0,NaN,1,1042222.398,23164.6853,0.715395592,0.666666667,NaN,NaN,-1191574.941,-23798.48628,201762.2746,1.549678672,993579.6739
2809,NaN,1017.333333,0.7,11.31313131,0.871264368,1,0.535572519,0.701754386,12520.81272,358540.1371,0.688172043,0.666666667,0.338396035,0.933333333,4050294.662,3182899.013,662982.2377,1.345609094,725468.1763
2810,0.684863611,150.6666667,NaN,20,0.745704467,0,0.486437323,0.666666667,1145865.243,658532.6029,0.774964838,0.666666667,0.078038414,0.717948718,NaN,703873.7726,0.666666667,1.414073043,0.666666667
2811,0.258629762,229,NaN,15,0.76822491,0,-0.237868913,NaN,1.55E+07,0.666666667,0.742424242,0.666666667,-0.187127335,0.703703704,NaN,7069816.534,1832405.686,1.559396656,286051.2606
2812,-0.211554062,107.3333333,0.888888889,10,0.828087325,0,-0.276338419,0.666666667,751888.9893,667268.1607,0.742943054,0.666666667,0.206282322,0.777777778,1237078.015,433459.5317,173150.3247,1.28293218,NaN
2813,-0.15219566,64,1,15,0.8,0,NaN,0.794871795,1024679.841,2104427.871,0.76939946,0.666666667,0.121293824,1,1203654.123,1690310.314,356343.1016,1.472955653,19525.29036
2814,0.04378099,69,0.703703704,10,0.870967742,0,NaN,0.724242424,8846834.992,38979.42934,0.727842014,0.666666667,0.179114323,1,33026.14684,93107.96991,53304.76232,1.170696987,597.6245352
2815,0.658174299,74,0.688888889,20,0.716553288,0,NaN,0.944444444,3620602.831,0.666666667,0.740061162,0.666666667,0.062337669,NaN,3231971.066,248180.5498,551603.1376,1.555170059,42654.75215
2816,NaN,274,0.75,20,0.730612245,1,-0.249100621,NaN,1.27E+07,0.666666667,0.728395062,0.666666667,0.494283315,1,-347503.2363,1212078.481,700796.4639,1.568724263,11554.02218
2817,-0.083565324,180.6666667,0.666666667,20,0.718569781,1,0.718917722,0.733333333,4811157.679,375802.1043,0.696969697,0.666666667,-0.038000522,0.743589744,NaN,-14993.26565,2786256.338,1.348620858,339220.8461
2818,0.198227358,100.6666667,0.75,30,0.766145833,0,1.063261857,0.814814815,222282.9766,0.666666667,0.774509804,NaN,0.166378655,0.666666667,5378778.114,1340930.17,1678223.012,1.469850301,892318.6842
2819,0.029023065,99,NaN,6.559999943,0.698884758,1,-0.212104127,NaN,4138529.905,4020.028965,0.740740741,0.714648022,-0.007500971,0.666666667,507756.6175,1082363.281,1977137.72,1.462211762,228385.2946
2820,0.570866036,109,0.666666667,15,0.88535223,0,8.60E-04,0.666666667,1028948.707,1674585.927,0.722222222,0.666666667,NaN,0.727272727,-35079.89387,3767390.694,386453.3512,1.225806452,NaN
2821,NaN,150.6666667,0.666666667,20,0.944444444,0,NaN,1,-168355.4882,683985.7457,0.782051282,0.666666667,-0.290994787,0.888888889,-158324.4987,278088.8916,6265621.324,1.38157491,349508.1829
2822,-0.098838902,907.3333333,0.666666667,15,0.792237443,0,NaN,0.733333333,-683828.1723,50617.86394,0.666666667,0.683867856,NaN,0.666666667,-211503.7363,-219365.6168,2012137.806,1.301681943,288108.9163
2823,0.651146019,42.33333333,NaN,15,0.803332893,0,0.320336897,NaN,-80486.67667,1296579.054,0.678106185,0.666666667,-0.072651916,0.851851852,-242178.9155,-50380.65505,0.666666667,1.365612504,0.666666667
2824,-0.114810036,50.66666667,0.8,15,0.802469136,0,-0.157317289,1,1.18E+07,0.666666667,0.697777778,0.666666667,-0.109386854,1,2383653.808,-384206.7886,882623.0899,1.478081568,0.666666667
2825,NaN,105.6666667,0.696969697,15,0.746031746,0,0.229140459,0.666666667,-15931.9222,804883.6329,0.716666667,0.666666667,0.101788712,1,247491.6619,353205.6045,435072.1276,1.323608472,85434.21516
2826,-0.070603865,65.66666667,NaN,25,0.719340944,0,NaN,0.814814815,1.52E+07,0.666666667,0.742424242,0.666666667,NaN,0.7,1807519.453,7000301.083,131034.4837,1.212802711,408320.4234
2827,NaN,NaN,0.666666667,10,0.741633199,0,-0.326341917,0.666666667,412427.8302,1298301.858,0.70411985,0.666666667,0.095551296,0.666666667,-1215364.588,5623049.702,5525518.052,1.437291282,0.666666667
2828,-0.111174651,250.6666667,1,10,0.782945736,0,NaN,0.666666667,129313.3282,131814.8703,0.790697674,0.666666667,0.135765098,0.904761905,2111041.888,7930787.786,83449.34624,1.219149992,290875.9403
2829,-1.196632045,64,0.742424242,15,0.758661888,0,0.748895928,NaN,2012741.155,1406224.979,0.766961652,NaN,-1.657547065,0.666666667,1732258.154,1478601.092,638931.1251,1.54964275,NaN
2830,-0.252689681,167.3333333,0.848484848,15,0.82629108,1,NaN,NaN,-147869.2737,382741.1384,0.771929825,0.666666667,0.076246432,0.8,97106.95437,62101.91045,0.666666667,1.320983041,40974.70003
2831,0.517703598,130.6666667,0.777777778,10,0.738619677,0,0.110909467,0.777777778,-1154151.438,0.666666667,0.786458333,0.666666667,0.033148157,NaN,1375997.432,1430042.481,0.666666667,1.265740737,244244.3141
2832,NaN,104,0.984126984,15,0.770114943,1,NaN,1,16194.23481,380007.4926,0.666666667,0.666666667,0.032680783,NaN,-130635.2751,-209557.356,2756382.356,1.299778121,18732.13906
2833,0.429699037,159,0.777777778,10,0.830769231,0,2.539900804,0.777777778,1186817.354,366790.1032,0.745614035,0.666666667,NaN,0.666666667,1980692.467,327838.034,159321.0608,1.560687982,38342.10303
2834,NaN,74,0.738095238,15,0.743455497,0,NaN,1,2767688.778,358536.1976,0.728971963,0.68349445,0.104157883,NaN,NaN,173306.233,1.83E+07,1.357142857,239555.4205
2835,0.449447573,330.6666667,NaN,10,0.729166667,0,NaN,1,-142731.4736,0.666666667,0.742063492,0.666666667,-0.121675345,0.761904762,1.01E+07,2628249.871,3007548.031,1.279366543,0.666666667
2836,-0.29136388,14,0.7,15,0.696969697,1,NaN,NaN,805924.0137,922813.9811,0.797777778,0.704047619,-0.169731727,0.702791461,204369.861,41307.17647,0.666666667,1.40709293,107399.9186
2837,-0.240114937,125.6666667,0.888888889,10,0.840686275,0,NaN,0.666666667,3682340.341,0.666666667,0.816666667,0.666666667,0.061986431,NaN,2953471.315,92601.19497,3537176.609,1.437433882,0.666666667
2838,0.101703468,69,NaN,20,0.839935504,0,NaN,NaN,-165010.614,403236.3978,0.758616347,0.666666667,0.108050102,1,903830.7572,1754119.272,4339779.751,1.484375057,183819.7182
2839,NaN,184,0.666666667,15,0.746031746,0,-0.094746215,0.777777778,-450789.2757,55446.98213,0.666666667,0.666666667,-0.047405483,0.75,2726012.764,-79702.0363,783153.7968,1.459505422,0.666666667
2840,NaN,75.66666667,0.867870826,20,0.784946237,1,2.124641601,NaN,857543.3474,63291.53029,0.723520576,0.666666667,-0.220759247,0.666666667,-46379.60473,620987.6128,0.666666667,1.706995619,912300.1634
2841,-0.329535275,80.66666667,NaN,25,1,0,NaN,0.821092279,4246155.083,585678.9035,0.679039987,0.702116402,-0.013285956,0.95,719864.793,1519764.538,241698.8318,1.511011391,0.666666667
2842,0.212496282,21.33333333,0.745519713,25,0.787356322,0,NaN,0.717948718,204410.1344,303029.0051,0.738317757,0.666666667,-0.061195641,0.904761905,NaN,1772673.502,379004.4058,1.119990101,1279588.074
2843,NaN,34,0.724637681,10,0.774712644,0,-0.604631479,0.80952381,-58161.05823,0.666666667,0.696161928,0.720831081,NaN,0.833333333,3793874.76,-43379.6647,649371.9066,1.277780422,0.666666667
2844,NaN,54,0.857142857,15,0.746038595,1,-0.017428293,0.666666667,607638.3482,0.666666667,0.818100139,0.673076923,-0.080164515,0.866666667,NaN,-21529.12109,692123.149,1.279533928,0.666666667
2845,-0.265257044,19,0.916666667,20,0.877934272,0,NaN,NaN,1.43E+07,29925.96775,0.735681115,0.666666667,0.050610207,0.912280702,-254191.6358,878599.5688,4645283.028,1.559737312,10168.75757
2846,0.034410169,NaN,0.880952381,15,0.833507056,0,NaN,0.972222222,-199480.9816,91879.64175,0.759070295,0.674230906,-0.188693648,NaN,2.01E+07,1625978.319,484967.4675,1.418574188,310541.6501
2847,NaN,59,1,10,0.853713194,1,0.259245709,0.666666667,1513119.96,1680265.774,0.712988822,0.666666667,-0.675004911,0.666666667,3736806.18,0.666666667,0.666666667,1.336563989,274685.5065
2848,0.951395441,122.3333333,0.754385965,10,0.741784038,0,-0.210131799,0.761904762,5413389.637,1303199.224,0.753968254,0.666666667,0.062337669,1,84602.78683,-136492.7773,577965.0556,1.434169406,223718.9336
2849,-0.036317701,70.66666667,1,7.246376812,0.754432624,0,NaN,0.666666667,27853.8808,108021.701,0.724910654,0.666666667,0.010908877,0.857142857,-285961.6891,553673.3821,791963.8086,1.400655317,0.666666667
2850,0.002396728,84,NaN,15,0.722943723,0,NaN,NaN,8117639.606,29902.04786,0.779047619,0.666666667,0.21429954,0.833333333,245660.3956,-1156394.421,0.666666667,1.372584697,0.666666667
2851,0.892139316,0.666666667,NaN,20,0.740458015,1,0.359224831,0.962962963,3550579.601,0.666666667,0.795590672,0.666666667,0.063766997,NaN,703465.037,316348.5543,285353.687,1.336430025,842725.3531
2852,0.332253698,20.66666667,0.692307692,10,0.854439813,1,NaN,0.904761905,1927944.669,1329273.055,0.718855219,0.670150987,0.14056249,1,1.64E+07,2387520.607,1580193.716,1.487170402,709432.8984
2853,NaN,450.6666667,0.833333333,15,0.819444444,0,0.165666808,0.689655172,353192.0953,660138.4714,0.710743802,0.67311406,0.005708561,0.710144928,4988047.504,4066624.519,0.666666667,1.491365729,0.666666667
2854,-0.140608656,NaN,0.692307692,10,0.83908046,0,0.609108036,1,2357345.24,18755.7838,0.703231993,0.671076082,NaN,0.979166667,221184.1731,2291785.752,0.666666667,1.630621421,892384.395
2855,-0.256931427,210.6666667,0.692982456,10,0.728365385,1,NaN,0.666666667,340117.0524,126074.2558,0.722916179,0.666666667,-0.345466923,1,2832504.342,2380171.583,428392.6522,1.400641026,NaN
2856,NaN,135,0.716666667,10,0.827024407,0,NaN,0.740740741,-63129.96944,239606.9182,0.750520609,0.666666667,-0.015772237,0.666666667,4291193.351,-203761.0427,760633.2841,1.606901247,1580910.089
2857,0.041684636,667.3333333,0.833333333,10,0.834876543,1,NaN,0.831388667,-63700.09461,1717169.221,0.700716846,0.671641791,0.166393654,0.696969697,NaN,117033.0803,1786322.538,1.624480205,0.666666667
2858,0.018128291,152.3333333,1,15,0.747995418,0,NaN,NaN,2.48E+07,915106.0317,0.718106996,0.666666667,-0.076460621,0.703703704,422919.5991,1162507.486,412594.8822,1.391755437,0.666666667
2859,-0.250881099,134,0.764705882,10,0.710836782,0,NaN,0.666666667,2256836.684,443243.5992,0.75,0.672839506,-0.080020663,NaN,713999.2695,27374.9461,815029.1375,1.624520712,1171454.512
2860,-0.110241121,114,0.666666667,10,0.845499651,0,-0.0927116,0.666666667,2657866.206,535262.8052,0.797101449,0.666666667,NaN,0.666666667,-116178.1739,2193284.316,774315.5393,1.406469799,0.666666667
2861,0.429954602,337.3333333,0.666666667,10,0.777777778,1,NaN,0.712773998,8490180.159,334530.6107,0.734283734,0.666666667,NaN,0.829501916,NaN,58098.33413,677806.916,1.247683977,251657.166
2862,0.003233857,29.66666667,0.666666667,10,0.812820513,0,NaN,0.666666667,2952915.204,0.666666667,0.76975945,0.666666667,0.122781334,0.666666667,1.32E+07,857392.3202,1356713.461,1.217948718,449088.3862
2863,0.023236861,234,0.666666667,10,0.723449001,0,NaN,0.666666667,-138484.3219,1289564.246,0.842105263,0.666666667,0.132300014,0.888888889,128255.6822,411521.3221,1753780.694,1.366005651,901459.5676
2864,1.139849156,84,0.666666667,10,0.736406619,0,0.722557545,0.666666667,3897748.182,0.666666667,0.769736842,0.671875,0.141545119,0.666666667,3191870.138,24742.64013,2648957.23,1.348683934,217908.9653
2865,NaN,315.3333333,0.740740741,10,0.788101073,0,NaN,1,285615.1279,35006.93153,0.695555556,0.666666667,0.21306599,0.708333333,760687.8833,-253075.9856,495660.3163,1.457631467,340671.5732
2866,0.076835639,69,0.714285714,15,0.755600815,0,NaN,0.666666667,7441244.918,474720.4689,0.717532468,0.666666667,-0.721274621,0.833333333,-31955.43496,358501.0318,1291791.844,1.63241031,1302224.115
2867,1.645406135,110.6666667,NaN,5.882352941,0.799457995,0,NaN,0.721428571,105711.0188,0.666666667,0.779365079,0.676056338,NaN,1,605967.144,5623049.702,1947.947608,1.283783767,0.666666667
2868,0.565635894,NaN,0.766666667,10,0.751082251,0,1.404879177,NaN,3972502.666,0.666666667,0.753424658,0.666666667,0.11045069,1,-48587.83426,9352103.387,1425590.817,1.413352804,0.666666667
2869,0.41894949,157.3333333,0.833333333,10,0.732704403,0,0.086403944,NaN,-163407.0729,0.666666667,0.742504723,0.666666667,0.105131292,0.872084548,-89940.36141,652357.3992,383946.4246,1.270754144,0.666666667
2870,NaN,29,0.781609195,15,0.834264432,0,0.62634025,0.8,109580.9038,763762.0629,0.771689498,0.666666667,-0.02474995,1,-323829.905,-154651.4525,771578.7419,1.391756027,456206.6963
2871,0.188284939,87.33333333,0.666666667,10,0.797507788,0,NaN,0.797413793,378839.4815,61259.72913,0.695526696,NaN,-0.131372281,1,-543685.1633,-18765.07324,109993.0605,1.635061108,0.666666667
2872,1.505421429,150.6666667,NaN,15,0.733333333,0,0.614309709,0.952380952,866662.8466,0.666666667,0.6875,0.671580072,-0.077095848,0.705882353,5481058.496,514622.9168,1914408.833,1.323545287,204209.3246
2873,NaN,47.33333333,NaN,15,0.785907859,1,-0.270733785,NaN,715564.9817,69696.47858,0.723132969,0.666666667,0.158920354,0.666666667,1177153.385,88863.93766,0.666666667,1.43697554,17326.96417
2874,NaN,22.33333333,0.755555556,10,0.775280899,0,0.275265823,0.777777778,-2145989.608,4968.805462,0.777777778,0.666666667,0.160671766,1,501581.6993,8127690.675,0.666666667,1.62456639,0.666666667
2875,-0.170660651,307.3333333,0.898550725,10,0.744444444,0,0.674577307,1,1.17E+07,327540.8468,0.733603314,0.666666667,NaN,0.833333333,-203167.3979,2472941.195,151685.0977,1.299507472,266661.2758
2876,0.065981356,64,0.752136752,10,0.757281553,1,NaN,0.733333333,2.54E+07,58177.15919,0.713052859,0.690072444,NaN,0.888888889,199594.5165,3456.948153,5357.255073,1.421704827,0.666666667
2877,0.395602758,25.33333333,NaN,20,0.754855643,0,-0.028520409,0.80952381,209634.8519,0.666666667,0.731286195,0.666666667,-0.037680829,1,4739732.146,-84330.80052,879839.7335,1.282471668,0.666666667
2878,0.511519589,NaN,NaN,15,0.947368421,0,-0.22283283,0.826719577,2012169.999,754229.2578,0.75,0.666666667,-0.002324395,0.69047619,NaN,15189.68363,44139.70936,1.453792201,0.666666667
2879,-4.492704403,387.3333333,NaN,25,0.836095764,0,NaN,1,1442376.647,521110.8445,0.8,0.666666667,0.092362767,0.666666667,2287931.486,8924843.786,1580978.591,1.231146078,193849.6825
2880,0.074860437,37.33333333,0.923076923,15,0.756182203,1,NaN,0.952380952,2.43E+07,0.666666667,0.702666667,0.666666667,NaN,NaN,1538732.963,263807.7643,1516555.819,1.470529752,410014.9256
2881,NaN,144,0.894444444,10,0.781467608,0,0.275141342,0.8,701742.307,161700.4758,0.757575758,0.666666667,-0.153064255,0.933333333,1163722.187,-16148.66506,114704.7835,1.419829696,NaN
2882,0.881859043,147.3333333,0.666666667,10,0.757248595,1,0.013045908,NaN,-456575.7158,375610.1497,0.760869565,0.666666667,-0.027489697,NaN,9153691.592,-150321.6422,3538936.703,1.301639942,34484.46497
2883,0.035293888,134,0.666666667,15,0.800880088,0,NaN,0.738095238,2070327.692,108645.6469,0.746031746,0.666666667,0.061217938,0.888888889,199559.7639,5438509.959,3646112.753,1.944652259,722136.8021
2884,0.288319136,52.33333333,0.777777778,10,0.772564728,0,-0.003233017,1,381503.3977,2077643.739,0.761904762,0.666666667,0.535106934,0.666666667,381351.754,343431.6061,204955.5305,1.324853287,389317.4992
