ID,ratio_rolling_sum_180_net_uplift_split_stg_item_cd_rolling_sum_180_baseline_split_stg_item_cd_last_year,stg_selling_price_val,rolling_mean_1126_relative_uplift_binary_negative_stg_item_cd_last_available,supplier_funding_perc,rolling_mean_720_relative_uplift_binary_negative_stg_item_category_cd_last_available,is_gondola,ratio_rolling_sum_60_net_uplift_split_stg_item_cd_rolling_sum_60_baseline_split_stg_item_cd_last_available,rolling_mean_360_relative_uplift_binary_negative_stg_item_cd_last_available,rolling_sum_180_net_uplift_split_stg_item_category_cd_last_available,rolling_sum_180_baseline_split_stg_item_cd_last_available,rolling_mean_360_relative_uplift_multiclass_mid_stg_item_category_cd_last_available,rolling_mean_180_relative_margin_with_supplier_binary_positive_stg_item_category_cd_last_year,ratio_rolling_sum_180_net_margin_split_stg_item_cd_rolling_sum_180_baseline_split_stg_item_cd_last_available,rolling_mean_540_relative_margin_binary_positive_stg_item_cd_last_available,rolling_sum_180_net_uplift_split_stg_item_category_cd_last_year,rolling_sum_90_net_uplift_split_stg_item_category_cd_last_available,rolling_sum_365_prm_net_amount_without_tax_val_if_promo_stg_item_cd_last_available,ratio_mean_30_stg_item_selling_price_val_stg_item_cost_price_val_last_available,rolling_sum_180_baseline_split_stg_item_cd_last_year,relative_margin_with_supplier_binary_positive
1144,2.586950496,34,0.838062976,10,0.757122432,0,NaN,0.921146953,-134135.0451,79785.9818,0.759562842,0.666666667,NaN,0.757575758,0.666666667,-131054.3262,0.666666667,1.382823933,21050.50263,0
1145,0.215164707,117.3333333,0.703703704,10,0.819971871,0,NaN,0.863549286,5035654.505,117359.2298,0.744360902,0.754901961,0.209918442,1,3590161.404,1268602.869,0.666666667,1.410598787,0.666666667,1
1146,0.270095678,140.6666667,0.925925926,15,0.801169591,0,-0.041750619,1,120866.4068,543093.5597,0.727980972,0.666666667,0.086200587,0.75,-44175.9618,291988.474,1486666.564,1.413507737,NaN,0
1147,-0.550480075,190.6666667,0.714285714,25,0.791848617,0,-0.075372466,0.923160173,-89597.37531,336718.2725,0.742222222,0.666666667,NaN,0.80952381,4460651.794,-172804.7964,70561.03765,1.446986156,46.16822369,1
1148,NaN,0.666666667,0.804597701,25,0.757575758,0,0.308313844,0.666666667,659348.3351,0.666666667,0.775280899,0.694444444,0.121785452,NaN,91357.52268,1383676.876,0.666666667,1.419777254,NaN,0
1149,NaN,55.66666667,0.666666667,12,0.740079365,0,0.400253772,0.944444444,360424.5874,142897.5453,0.706666667,0.666666667,-0.024103123,0.666666667,2268681.9,110142.9213,0.666666667,1.439161109,NaN,0
1150,-0.135559258,325.6666667,1,10,0.738174427,1,NaN,1,529933.121,0.666666667,NaN,0.666666667,-0.053404518,0.666666667,5481058.496,-58858.02703,1393290.579,1.624793607,262551.3642,0
1151,0.047803786,82.33333333,0.666666667,20,0.692386831,1,0.214866603,0.793719212,586753.546,1688273.792,0.719829819,0.673113553,NaN,0.666666667,3448126.365,2330000.026,30686.89855,1.308848108,0.666666667,0
1152,NaN,650.6666667,1,10,0.778298205,0,0.85244415,NaN,7630973.106,442241.8626,0.740508392,0.666666667,NaN,0.666666667,291868.3753,1723884.765,1025758.385,1.129943467,0.666666667,1
1153,0.336743756,80.66666667,0.666666667,5.699481865,0.716666667,0,-0.033396341,0.694444444,33047.96039,0.666666667,0.674418605,NaN,-0.050265571,0.666666667,-15968.00456,-203761.0427,1456589.73,1.276243578,24309.92566,0
1154,-0.131330862,64,0.738095238,10,0.750915751,0,NaN,NaN,2591981.712,0.666666667,0.687179487,0.666666667,NaN,1,2.01E+07,228341.9197,584412.9797,1.144578313,458275.3843,0
1155,0.474802486,157.3333333,0.733333333,15,0.693089431,0,-0.008435091,0.808333333,1767278.971,1971720.605,0.725071225,0.672304563,-0.461505282,0.666666667,-3303.000974,-759344.6378,2594359.863,1.301699046,215801.8807,0
1156,-0.065975859,53.66666667,0.875,10,0.705787546,1,-0.114816195,0.666666667,5661986.246,66623.51827,0.666666667,0.666666667,0.271045046,NaN,1053062.988,2854937.104,645370.3505,1.427784981,449872.4393,0
1157,NaN,72.33333333,NaN,15,0.764750102,0,0.554792268,0.791666667,31836.73296,1405986.206,0.6875,0.680278719,0.092362767,0.787878788,47400.99286,294082.3485,3465417.065,1.356964155,0.666666667,0
1158,NaN,247.3333333,0.923076923,15,0.833489828,1,3.686807496,0.777777778,260762.168,58873.08289,0.713029576,0.666666667,0.034911521,1,205302.2644,150645.8236,108785.11,1.486232834,0.666666667,1
1159,-0.058089146,24,0.666666667,10,0.808383234,0,-0.479958256,0.75,5365471.856,1310201.927,0.787439614,0.666666667,-0.124310526,0.666666667,287885.3643,3301.584237,2359064.189,1.400616528,NaN,1
1160,-0.004955137,40.66666667,0.761904762,10,0.727969349,0,0.032956878,NaN,16371.49955,2500773.77,0.666666667,0.666666667,NaN,0.666666667,-53975.27414,-144069.1376,1914408.833,1.54966814,0.666666667,0
1161,0.35256286,100.6666667,0.878787879,10,0.743589744,0,NaN,1,3391596.224,0.666666667,0.74796748,0.666666667,0.035679489,0.761904762,323668.2672,-133675.7836,297916.7361,1.437433882,358727.7287,0
1162,0.151861641,809,1,10,0.833607913,0,NaN,1,1127004.021,0.666666667,0.802955665,0.666666667,0.091008552,0.913043478,464406.8574,134615.8251,2999693.11,1.218365598,429822.9452,0
1163,0.858010062,67,0.87037037,10,0.768115942,0,NaN,0.666666667,105711.0188,1759709.967,0.801587302,0.673076923,NaN,0.833333333,8298094.977,499837.325,621102.5789,1.417987329,0.666666667,0
1164,0.226101436,337.3333333,0.666666667,15,0.72,1,0.972277319,0.666666667,1237567.324,0.666666667,0.679350121,0.677772303,0.162659433,0.666666667,-145791.2367,898683.8675,153065.7767,1.313666777,1078067.624,1
1165,NaN,117.3333333,0.892156863,25,0.753926702,0,NaN,0.666666667,4246155.083,0.666666667,0.691056911,0.669047619,NaN,0.666666667,510568.4934,2158697.043,646741.5451,1.304083593,375531.2494,0
1166,0.889360821,44,0.916666667,10,0.848932677,0,NaN,0.733333333,-179375.0499,0.666666667,0.679779734,0.69293828,-0.01090441,0.785714286,279927.0342,98956.61551,4935724.324,1.594462946,NaN,0
1167,4.489539346,117.3333333,0.804597701,10,0.745853999,0,1.258007374,1,1804629.023,83875.7863,0.70531401,0.666666667,-0.097231231,0.666666667,NaN,823602.7374,2458839.95,1.373383288,0.666666667,0
1168,-0.021889596,80.66666667,0.933333333,15,0.726495726,0,2.06654192,NaN,426128.8281,213971.369,0.785714286,0.666666667,-3.83E-04,0.666666667,1.77E+07,258607.3075,2964297.625,1.465943699,258628.7845,1
1169,NaN,NaN,0.724637681,15,0.750764526,0,NaN,NaN,-66294.87926,1597094.36,0.762207105,0.666666667,NaN,0.666666667,1.30E+07,524402.4555,450878.1529,1.414216588,2132.571726,0
1170,3.226631767,77.33333333,0.666666667,20,0.785085144,0,NaN,0.666666667,28627.35461,101344.717,0.762254902,0.666666667,0.17199589,0.684210526,1195704.209,447211.9478,692074.4029,1.363905449,174051.1438,0
1171,-0.086238898,274,0.696969697,20,0.817745803,1,0.758389486,1,31417.76088,1150373.155,0.749086812,0.668365332,-167.2399691,0.666666667,-86368.69116,1002171.183,0.666666667,1.68069792,917925.3197,0
1172,NaN,330.6666667,0.777777778,15,0.842650104,0,-0.067801114,0.791666667,1618284.484,1430.956913,0.701172273,0.666666667,0.09762196,0.833333333,1571773.613,-235696.8476,3582669.022,1.484375057,0.666666667,0
1173,0.369862547,49,1,10,0.944444444,0,NaN,NaN,2243999.589,392385.716,0.73028521,0.666666667,0.009788132,NaN,243157.6769,-291084.1463,4875275.185,1.327796928,0.666666667,0
1174,0.970663345,49,0.666666667,10,0.731800766,0,NaN,0.682539683,1218455.458,0.666666667,0.743295019,0.666666667,0.080074206,0.740740741,-79989.03388,993323.9634,927663.8878,1.376654816,0.666666667,0
1175,-0.822308943,200.6666667,0.768518519,15,0.699588477,0,1.438144987,0.909722222,3398587.139,0.666666667,0.755254272,0.666666667,NaN,0.666666667,1.41E+07,213984.5474,7558.657955,1.322114248,188608.3906,1
1176,0.286161894,77.33333333,0.733333333,10,0.749850702,0,-0.25776759,0.733333333,1008253.703,574036.0553,0.717054264,0.666666667,NaN,0.757575758,475628.5345,96896.51421,3280050.168,1.419292249,52429.84133,0
1177,-0.152986099,80.66666667,NaN,10,0.72,0,1.467473736,NaN,4030589.337,1862595.767,0.707141682,0.666666667,0.169325244,NaN,1906650.618,438565.6632,2650472.829,1.300135517,473875.0886,1
1178,NaN,247.3333333,0.696969697,10,0.801169591,0,-0.17321269,0.666666667,-196499.8426,82685.75678,0.719806763,0.666666667,NaN,0.666666667,303646.1424,1180404.214,424949.4066,1.401168347,81158.53485,0
1179,NaN,60.66666667,0.916666667,15,0.753668763,0,0.785846391,NaN,70124.86997,0.666666667,0.694214876,0.666666667,NaN,0.666666667,-32612.68373,88868.88318,277283.3511,1.47640579,2145.800578,0
1180,-0.070657342,55.66666667,0.885057471,10,0.82745098,0,NaN,0.740740741,5413389.637,0.666666667,0.772727273,0.685185185,0.08105202,0.833333333,476607.6548,46020.79159,1011428.484,1.283783767,13764.95858,0
1181,-0.280424818,120.6666667,NaN,15,0.766666667,0,-0.237331911,0.777777778,2114884.039,0.666666667,0.740727755,0.666666667,0.18977609,0.666666667,-93140.67363,66937.46249,0.666666667,1.287990027,0.666666667,0
1182,0.341145388,667.3333333,0.666666667,15,0.780516432,0,-0.160421664,NaN,2.45E+07,305482.1167,0.753302206,0.66920617,NaN,1,479366.8056,1305381.788,1711438.047,1.36564887,589884.1432,0
1183,1.280446357,332.3333333,0.666666667,10,0.771428571,0,NaN,0.666666667,737286.0993,0.666666667,0.761526833,0.706739526,-0.077885914,0.818181818,147281.9251,5490998.069,2228855.154,1.397001475,380105.8618,0
1184,-0.455178042,165.6666667,0.857142857,12,0.729025661,1,0.673195356,1,2719349.826,447716.339,0.740740741,0.684766399,0.07429777,0.962962963,-93535.99931,1318035.037,421494.8753,1.686563877,0.666666667,0
1185,-0.305275668,70.66666667,0.76,20,0.775956284,0,0.112567135,0.666666667,224046.9147,0.666666667,0.749190939,0.666666667,NaN,0.666666667,-369599.0421,2605306.252,192701.7879,1.233766234,13645.43015,1
1186,-0.168633055,NaN,0.888888889,15,0.761904762,0,0.865703495,0.666666667,1179623.953,1272056.469,0.766713036,0.666666667,NaN,0.777777778,1736232.642,-589204.5996,30.8115942,1.212353258,529248.6155,0
1187,-0.008705721,174,0.803921569,15,0.775423729,0,NaN,1,1890245.363,304120.5248,0.688816529,0.666666667,0.300909855,1,1420516.004,7931619.576,727935.0484,1.235929911,261619.4393,0
1188,0.16372405,29,1,15,0.799090969,0,-0.172556852,0.666666667,551986.3989,443448.1201,0.716356108,0.706739526,0.124149093,0.80952381,-148173.7169,1979626.692,18798.88406,1.346302452,286051.2606,1
1189,0.500254542,34,0.833333333,10,0.801820601,0,NaN,0.954545455,1678277.504,192203.7306,0.678571429,0.666666667,0.119809482,NaN,2186785.023,1978978.201,4497786.378,1.712107257,428598.5851,0
1190,NaN,432.3333333,0.740740741,10,0.758454106,0,NaN,0.666666667,2207183.138,403020.1552,0.714285714,0.666666667,NaN,0.777777778,1.65E+07,3610948.679,103083.0571,1.234465045,61256.58633,0
1191,NaN,54,0.862745098,10,0.904761905,0,0.266240983,0.703703704,-118649.2312,343168.9483,0.739302172,0.666666667,-0.189892219,0.757407407,1.65E+07,NaN,855559.287,1.714915871,144545.7996,1
1192,2.405023152,72.33333333,NaN,10,0.738489871,0,NaN,0.694444444,242253.0821,212269.2485,0.742138365,0.666666667,0.044719939,1,NaN,-30761.94333,186742.0376,1.236344649,277414.5551,0
1193,NaN,147.3333333,1,10,0.825240268,0,0.013861554,0.743589744,1037773.556,0.666666667,0.7,0.666666667,0.136877249,0.791666667,1671776.528,-716566.2713,305876.8216,1.224207313,382780.7118,0
1194,NaN,129,0.696969697,10,0.760299625,0,NaN,0.839031339,115464.8898,778671.5767,0.733333333,0.67699492,5.52E-04,0.866213152,1.70E+07,115395.2852,331528.9536,1.440121318,0.666666667,0
1195,NaN,117.3333333,0.714285714,15,0.768361582,0,0.311789463,0.666666667,1.97E+07,300127.2821,0.756126676,0.666666667,-0.300283431,0.679012346,1190786.303,-34080.73287,1027251.567,1.202531624,361089.7919,0
1196,NaN,412.3333333,0.708333333,10,0.786458333,0,NaN,NaN,129481.2412,590623.9751,0.735932706,0.666666667,0.114694291,1,-102122.1676,213624.9249,3155443.144,1.445829011,7605.896992,0
1197,0.960102508,109,0.666666667,10,0.733830846,0,0.42523589,0.733333333,109871.8871,460219.8623,0.728185328,0.681361974,0.112845933,0.778425656,349287.8077,-1416864.023,90957.89883,1.384483807,9454.663997,0
1198,3.257598893,107.3333333,0.666666667,15,0.713323713,0,0.391661102,0.7,969051.4868,328696.8747,0.709333333,0.682216019,0.060255877,0.80620155,292758.8834,128710.4013,1420538.784,1.301528776,100219.771,0
1199,0.247269551,164,0.75,10,0.735569715,0,NaN,NaN,56905.39673,159217.1768,0.756756757,0.698177791,-0.028384532,0.888888889,-17528.58802,245242.297,2222073.301,1.39532752,58025.41508,0
1200,0.023544852,NaN,NaN,10,0.849484594,0,0.227716648,NaN,1194208.727,0.666666667,0.741680534,0.696969697,NaN,0.833333333,1579524.336,528935.6346,277979.429,1.624558705,0.666666667,0
1201,0.157693534,365.6666667,0.666666667,15,0.821530899,0,-0.196161635,0.833333333,3024678.008,305771.8236,0.801932367,0.666666667,0.098670814,0.666666667,-418450.8341,-150590.0319,52525.53334,1.496303731,331045.9917,0
1202,-0.394652512,140.6666667,0.738095238,10,0.95,1,0.309640502,0.666666667,42388.90447,1532027.462,0.666666667,NaN,NaN,NaN,144996.3552,2688028.365,2382462.703,1.391327229,0.666666667,0
1203,NaN,167.3333333,1,10,0.824289406,0,0.927453694,NaN,1890245.363,521620.184,0.744444444,0.666666667,0.061898241,1,-146453.8775,3891758.246,930517.2046,1.431392887,847498.0549,0
1204,0.188352284,177.3333333,0.833333333,10,0.729025661,0,-0.13320223,NaN,2157690.088,3607.243319,0.763358779,0.666666667,-0.007936506,0.698653199,117414.0282,1.23E+07,0.666666667,1.225806452,138340.1706,1
1205,NaN,NaN,0.962962963,25,0.790198956,0,-0.107134769,0.666666667,91822.93195,129031.5691,0.750391372,0.666666667,0.303681666,0.909090909,2823167.028,-41875.67268,0.666666667,1.346489297,457909.3403,0
1206,0.027657654,NaN,NaN,20,0.829457364,1,0.064235664,0.708333333,3021946.036,1634104.092,0.736570129,0.666666667,0.151129239,0.733333333,-115969.5938,375522.5332,6072364.496,1.609025853,0.666666667,0
1207,-0.217976873,29,0.851851852,15,0.869198312,0,NaN,NaN,1032571.556,133550.1341,0.666666667,0.666666667,NaN,0.904761905,-93923.71367,4370267.348,165114.6253,1.419767552,42877.12158,0
1208,NaN,NaN,0.666666667,10,0.72,0,NaN,NaN,-207738.8619,490994.108,0.674074074,0.682397959,-0.283098779,0.811111111,45048.96663,-384206.7886,882330.0766,1.405840806,1896480.836,0
1209,NaN,24,0.666666667,15,0.751442006,1,NaN,0.833333333,-566849.4933,3544.966871,0.754866741,0.666666667,-0.861157601,0.777777778,-6263.971376,525450.4923,257136.0433,1.14457836,256654.7703,0
1210,-0.024240029,22.33333333,0.767798031,18,0.881355932,0,0.661777798,0.749673139,22515.29357,499956.2245,0.722222222,0.666666667,0.025715405,0.833333333,2273582.411,1635375.16,0.666666667,1.155373943,0.666666667,0
1211,0.171810695,140.6666667,0.666666667,10,0.841666667,0,NaN,NaN,50637.2029,634766.8617,0.693335854,0.668478261,NaN,NaN,171874.3874,156315.0246,0.666666667,1.360404122,1587642.774,0
1212,0.185552217,129,0.666666667,10,0.707291667,0,NaN,0.833333333,5399419.089,0.666666667,0.666666667,0.666666667,NaN,1,9498656.044,5779671.089,2348646.186,1.470406103,1539691.09,0
1213,-0.162721191,60.66666667,0.666666667,8,0.723872387,0,0.026129844,0.666666667,-837.054174,212110.9709,0.784313725,0.673333333,-0.054641744,0.666666667,2659484.216,2049582.319,237214.2773,1.664694197,107399.9186,0
1214,NaN,34,0.848343685,10,0.734067401,0,NaN,0.714285714,144577.6586,149.3786095,0.75,0.690322581,-0.412519572,0.8,-570504.6814,-34534.14795,202142.9752,1.591354274,24656.80382,1
1215,0.144439539,184,0.833333333,10,0.800615601,1,-0.211959663,0.761904762,-39009.00146,148401.6853,0.666666667,0.674007937,0.122575978,0.880952381,-457238.2312,3377889.415,734071.9935,1.346334622,0.666666667,0
1216,0.076835639,507.3333333,0.666666667,10,0.729981378,0,0.063144535,0.733333333,17701.97413,0.666666667,0.666666667,0.679802956,NaN,1,1300281.712,-88091.31099,317033.7566,1.362965623,0.666666667,0
1217,0.094359732,50.66666667,1,10,0.750733138,0,NaN,0.740740741,-962254.0264,931699.2587,0.708920188,0.666666667,0.119386431,0.904761905,4292340.785,49394.01383,257591.3885,1.287024038,0.666666667,0
1218,NaN,NaN,1,15,0.692872117,0,0.621824531,NaN,-13875.67359,151694.78,0.726775956,NaN,0.159973965,0.962962963,161624.4802,-112085.0304,291854.7954,1.561396335,325573.694,0
1219,0.965349991,NaN,0.933333333,10,0.939393939,0,-0.144815062,0.979166667,1967846.915,116785.6756,0.788617886,0.672812466,0.153987274,0.933333333,249120.9763,39879.4676,779429.9221,1.534619521,NaN,0
1220,0.159326263,NaN,0.761904762,30,0.944444444,0,0.297560522,0.666666667,-208690.2891,286974.9921,0.761904762,0.666666667,NaN,NaN,4106802.512,1755366.139,1610234.142,1.490336945,900983.6423,1
1221,0.172538449,114,NaN,15,0.769918699,0,NaN,0.666666667,-805161.7858,270859.57,0.811188811,0.666666667,0.062143613,1,681839.8699,106479.5311,1686672.414,1.478081568,1452855.817,0
1222,0.190960685,230.6666667,0.888888889,15,0.754276827,1,NaN,0.833333333,4067393.937,50787.58997,0.76296867,0.666666667,0.169801286,0.897435897,511201.9518,-263387.4775,0.666666667,1.49385887,NaN,0
1223,-0.274078216,80.66666667,0.825396825,10,0.763888889,0,2.932151756,0.8,1105455.285,436554.5471,0.757936508,0.666666667,0.175464039,NaN,-1220667.519,588385.2107,28208.05794,1.564296394,4858711.1,0
1224,NaN,17.33333333,1,10,0.834876543,0,-0.105908028,1,1.42E+07,140612.7367,0.704930055,0.666666667,NaN,0.894736842,155023.6974,-77755.91244,2167072.657,1.233766234,0.666666667,1
1225,0.447284415,242.3333333,0.666666667,10,0.960784314,0,0.957861214,0.666666667,-2133.321946,1170359.189,0.73930536,0.666666667,-0.219938275,1,45941.33226,667339.1377,677806.916,1.205053594,161392.0046,0
1226,0.095478244,54,0.666666667,10,0.692307692,0,0.291894784,NaN,1806704.231,330545.749,0.720833333,0.666666667,0.001553119,1,1420516.004,0.666666667,2802482.871,1.233766257,185714.1578,1
1227,NaN,125.6666667,0.75,15,0.76344086,1,NaN,1,2.43E+07,3567105.414,0.740432174,0.666666667,0.072431685,0.666666667,392539.504,4063073.032,0.666666667,1.143291212,31969.34834,0
1228,NaN,20.66666667,0.913580247,20,0.744864148,0,NaN,1,1111453.672,600113.9974,0.761904762,0.666666667,-0.30938911,0.666666667,37095.84994,-409454.0892,274072.3532,1.360386502,0.666666667,0
1229,0.358921298,567.3333333,0.752154195,10,0.728799328,0,0.260510479,NaN,26345.51686,0.666666667,0.666666667,0.67699492,NaN,0.666666667,2750953.551,-36878.51679,39393.65505,1.280253457,438107.2849,0
1230,NaN,17.33333333,NaN,25,0.777777778,1,-0.21325697,1,1.73E+07,0.666666667,0.719272045,0.712412329,NaN,0.666666667,657828.0263,3463213.473,2949864.871,1.230573358,425592.047,0
1231,NaN,102.3333333,0.833333333,25,0.778606965,0,0.216105493,0.666666667,332285.9794,124215.9433,0.740606061,0.672222222,0.080089141,0.722222222,50027.27711,2790197.779,1127150.331,1.237282097,426641.8284,1
1232,0.17524759,69,0.666666667,15,0.695652174,0,-0.229459953,0.733333333,1.69E+07,279823.1284,0.695652174,NaN,0.003883662,0.666666667,411966.8854,97554.25948,1.21E+07,1.456674984,163579.1809,0
1233,0.613500656,42.33333333,0.727328431,10,0.757352941,0,0.429091875,0.75,-12149.68867,207210.1191,0.682692308,0.666666667,0.055540256,0.666666667,708841.7766,3648615.074,1109750.189,1.228479705,0.666666667,0
1234,-0.087105025,60.66666667,NaN,25,0.714836224,0,NaN,0.761904762,561275.2451,1244365.313,0.799687011,0.673094879,0.101565038,0.666666667,31145.77479,3069104.581,20584.55475,1.389061712,0.666666667,0
1235,-0.31070222,242.3333333,1,20,0.710491368,1,NaN,NaN,7147465.403,1473179.448,0.724778047,0.666666667,0.306790206,NaN,2921081.18,164509.3138,5890145.197,1.144578313,296649.681,0
1236,-0.199931061,229,0.888888889,15,0.720542759,0,-0.054792105,0.756944444,788111.4454,202611.4968,NaN,0.671717172,0.057058988,0.666666667,4535785.707,475585.2587,710153.5391,1.500526513,0.666666667,0
1237,0.179700845,284,0.8,15,0.777777778,1,1.452187935,0.705687831,3752284.214,377542.0385,0.666666667,0.742995593,-0.193652701,1,5378778.114,-304453.2595,3547983.823,1.447007686,0.666666667,0
1238,1.703408902,67.33333333,0.962301587,15,0.776890309,0,0.817449159,0.666666667,2.30E+07,568966.0356,0.826530612,NaN,0.183778202,1,244935.7615,1.26E+07,9922.265474,1.417910422,130687.6296,0
1239,NaN,100.6666667,NaN,20,0.714619883,0,NaN,1,1.79E+07,385519.5116,0.743405276,0.666666667,-0.004916781,0.666666667,2483538.218,87609.71129,491311.5901,1.437518367,9892.900959,1
1240,NaN,0.666666667,0.742424242,10,0.823293173,0,NaN,0.666666667,132420.7659,125394.2978,0.666666667,0.666666667,-0.144583642,NaN,285321.9844,7199392.797,527390.4415,1.414338072,15223.52094,0
1241,NaN,67.33333333,0.965517241,12,0.82278481,0,NaN,0.833333333,21359.21548,1118496.162,0.689655172,0.666666667,0.077648427,0.726190476,674176.4689,1024863.15,270084.6106,1.583333265,0.666666667,0
1242,0.210272037,257.3333333,0.833333333,20,0.73325767,0,NaN,0.696969697,405317.1595,1035202.662,0.760233918,0.705287396,0.165089673,1,68603.08885,6907.543217,790664.0363,1.41391553,467903.3126,0
1243,NaN,80.66666667,0.862745098,8,0.763565891,0,0.303248437,NaN,3023158.557,2780742.644,0.804597701,0.666666667,NaN,NaN,237476.2035,6571169.875,342760.3536,1.546914368,491131.3031,0
1244,NaN,NaN,0.724386724,5.239999771,0.691823899,0,2.648191168,1,1781443.844,40106.37725,0.721088435,0.673469388,NaN,0.666666667,1060138.714,290992.2386,5404265.977,1.267902174,132606.1638,0
1245,-0.353548223,87.33333333,0.888888889,10,0.737685718,1,0.625901449,0.833333333,148066.8262,307163.3618,0.779569892,0.666666667,-0.032472036,0.861111111,102815.0943,-885525.4373,454448.626,1.762114546,80247.09231,0
1246,NaN,64,0.75,20,0.909090909,1,NaN,0.714285714,-86116.21011,0.666666667,0.744897959,0.666666667,-0.159702186,1,1.22E+07,226948.4416,1003666.938,1.351221628,0.666666667,0
1247,1.445540263,174,0.666666667,10,0.739373602,0,-0.487430537,0.736842105,5134025.752,254195.9238,0.724923462,0.666666667,0.150722314,1,-75552.31339,-30460.21396,2279221.193,1.915836066,0.666666667,0
1248,0.155420651,67.33333333,0.888888889,15,0.793985776,0,0.647346373,0.738095238,2.34E+07,0.666666667,0.752380952,0.666666667,NaN,0.939393939,519168.9907,2097486.678,9911758.882,1.549678672,260145.7079,0
1249,NaN,NaN,0.861111111,11.66666667,0.782828283,0,NaN,NaN,607638.3482,219629.4837,0.777706637,0.672619048,0.084867405,1,NaN,371243.3149,1340431.707,1.47298665,0.666666667,0
1250,NaN,90.66666667,1,15,0.883333333,0,NaN,0.714285714,709237.8691,6238.309285,0.75862069,0.666666667,-0.164237223,0.888888889,444810.709,-115857.1733,4534633.343,1.389328715,0.666666667,0
1251,0.836155662,667.3333333,NaN,10,0.779342723,0,NaN,0.833333333,2226726.117,910283.8717,0.760695251,0.691804922,-0.040165783,0.726190476,-450902.466,170911.5687,653527.3424,1.537907615,151004.5517,0
1252,3.868210959,64,0.692307692,15,0.739549839,0,0.235520233,0.888888889,196330.1863,105107.9366,0.767973856,0.666666667,-0.017221526,0.666666667,703931.2564,1792310.405,885365.435,1.538710712,0.666666667,0
1253,NaN,300.6666667,0.777777778,10,0.901689708,0,NaN,0.666666667,1445143.085,0.666666667,0.747044495,0.666666667,-0.156858909,NaN,1310422.483,-124051.7386,1447409.721,1.549672001,0.666666667,0
1254,NaN,49,0.875,15,0.841924399,0,NaN,0.703703704,6444385.924,185986.3689,0.777777778,0.666666667,0.169418544,0.833333333,111593.502,127901.0836,440097.6006,1.346302452,NaN,0
1255,0.224249717,117.3333333,0.666666667,15,0.796321186,0,0.03231263,0.666666667,-1278135.178,525392.0241,0.725146199,0.666666667,-0.145038034,0.666666667,304129.0857,3415.385931,1279205.822,1.606629494,73584.093,0
1256,1.154919996,142.3333333,0.710427254,20,0.746236559,0,0.08168898,0.666666667,-12898.56873,112887.2565,0.811111111,0.666666667,0.149473689,0.848484848,147682.1398,481304.7099,615467.716,1.533335049,2442741.083,0
1257,-0.31651314,19,1,12,0.805659075,0,1.111233048,NaN,316003.407,0.666666667,0.727876802,0.718309859,0.04826213,NaN,283091.7027,1666293.573,841760.2696,1.229477698,37986.50854,0
1258,NaN,40.66666667,0.784722222,15,0.725877193,0,0.589577941,NaN,1739040.888,1463063.059,0.740740741,0.673571429,0.138583492,0.833333333,1046185.263,66771.90698,245326.6579,1.476301511,40375.1443,0
1259,0.079566762,84,0.740740741,15,0.819905213,0,0.288516349,0.666666667,266139.1302,498234.6971,0.801587302,0.666666667,0.180120937,1,1.57E+07,1264668.919,1185292.337,1.533335049,NaN,0
1260,0.433650973,44,0.666666667,10,0.808641975,1,0.001757487,0.666666667,822903.2845,13799.56556,0.75862069,NaN,0.081350131,0.883333333,-280606.076,795905.3222,211208.2899,1.266823358,314162.6452,1
1261,-0.02778773,72.33333333,NaN,10,0.821350763,0,0.270755916,0.666666667,318714.8652,9618082.237,0.724358974,0.666666667,-0.085589629,0.666666667,2681300.091,-375.7006076,321430.9015,1.456656257,1709477.838,1
1262,1.681539209,85.66666667,0.922222222,10,0.787828029,1,NaN,0.712121212,-19680.7454,423483.1139,0.74789916,0.666666667,-0.069800023,0.820512821,4106802.512,263240.4831,321611.659,1.14457836,156346.045,1
1263,0.883101591,149,0.722222222,15,0.74377805,1,1.059130454,0.666666667,1712031.042,0.666666667,NaN,0.70212766,-0.028948001,0.754231975,1.36E+07,473351.2713,285353.687,1.400802742,0.666666667,0
1264,0.1519651,77.33333333,0.773809524,15,0.777946383,0,-0.200563731,0.939393939,391190.6095,371863.0407,0.70661157,0.666666667,NaN,0.916666667,9042158.998,1255333.53,NaN,1.185226938,313955.6759,0
1265,NaN,147.3333333,0.903225806,10,0.758661888,0,0.267897308,1,722448.1149,0.666666667,0.709981101,0.666666667,NaN,0.80952381,3263310.738,476858.5772,564079.13,1.623922682,26391.77349,0
1266,-0.00924147,50.66666667,0.666666667,15,NaN,0,NaN,0.666666667,NaN,319955.6054,0.712962963,0.666666667,-0.450682253,1,255650.2501,-37104.54491,2559244.861,1.591732565,327035.8659,0
1267,1.168084493,67.33333333,0.740740741,20,0.745395522,0,NaN,0.666666667,4050643.833,0.666666667,0.723905724,0.735829308,-0.007541071,0.666666667,-29402.88135,2699090.586,132847.1391,1.599675085,0.666666667,0
1268,1.457488073,232.3333333,0.666666667,20,0.809624648,0,NaN,0.666666667,-433553.8851,4079643.526,0.714285714,0.685185185,0.179965662,0.833333333,5696038.252,9763907.183,0.666666667,1.456679358,233878.2055,1
